nt, t, solve_time
1, 0.01000, 71.84174
2, 0.02000, 46.03112
3, 0.03000, 46.03580
4, 0.04000, 47.74822
5, 0.05000, 52.02234
6, 0.06000, 61.92174
7, 0.07000, 56.70683
8, 0.08000, 52.15956
9, 0.09000, 48.03339
10, 0.10000, 44.30611
11, 0.11000, 52.14734
12, 0.12000, 44.78000
13, 0.13000, 42.05368
14, 0.14000, 34.96017
15, 0.15000, 29.37028
16, 0.16000, 26.63923
17, 0.17000, 29.10902
18, 0.18000, 34.85356
19, 0.19000, 44.07972
20, 0.20000, 26.98062
21, 0.21000, 30.83527
22, 0.22000, 32.37423
23, 0.23000, 50.95763
24, 0.24000, 54.66363
25, 0.25000, 38.41157
26, 0.26000, 50.01998
27, 0.27000, 46.00009
28, 0.28000, 45.17822
29, 0.29000, 36.55856
30, 0.30000, 53.87674
31, 0.31000, 41.43244
32, 0.32000, 44.73302
33, 0.33000, 38.03943
34, 0.34000, 45.01757
35, 0.35000, 52.56646
36, 0.36000, 30.07588
37, 0.37000, 40.56245
38, 0.38000, 35.97699
39, 0.39000, 30.83142
40, 0.40000, 32.31891
41, 0.41000, 32.41429
42, 0.42000, 34.80169
43, 0.43000, 24.92760
44, 0.44000, 31.57050
45, 0.45000, 25.86758
46, 0.46000, 22.69872
47, 0.47000, 18.18406
48, 0.48000, 24.60828
49, 0.49000, 19.10229
50, 0.50000, 18.03700
51, 0.51000, 23.68112
52, 0.52000, 25.97806
53, 0.53000, 30.54944
54, 0.54000, 29.33067
55, 0.55000, 30.68932
56, 0.56000, 26.84850
57, 0.57000, 24.43186
58, 0.58000, 28.07907
59, 0.59000, 27.90724
60, 0.60000, 21.26605
61, 0.61000, 28.35991
62, 0.62000, 20.38451
63, 0.63000, 22.18297
64, 0.64000, 27.43398
65, 0.65000, 24.16626
66, 0.66000, 26.07905
67, 0.67000, 21.14250
68, 0.68000, 30.94000
69, 0.69000, 43.75418
70, 0.70000, 31.78001
71, 0.71000, 37.04463
72, 0.72000, 32.58135
73, 0.73000, 20.02394
74, 0.74000, 21.71362
75, 0.75000, 24.56211
76, 0.76000, 26.73527
77, 0.77000, 27.72290
78, 0.78000, 17.40538
79, 0.79000, 32.12327
80, 0.80000, 33.55299
81, 0.81000, 28.32092
82, 0.82000, 22.78956
83, 0.83000, 26.14248
84, 0.84000, 36.36997
85, 0.85000, 37.76350
86, 0.86000, 48.41244
87, 0.87000, 28.42966
88, 0.88000, 24.41122
89, 0.89000, 37.03008
90, 0.90000, 31.18627
91, 0.91000, 33.71305
92, 0.92000, 38.81768
93, 0.93000, 38.34226
94, 0.94000, 30.84731
95, 0.95000, 40.13271
96, 0.96000, 39.26592
97, 0.97000, 40.13147
98, 0.98000, 29.05704
99, 0.99000, 38.43990
100, 1.00000, 43.85531
101, 1.01000, 35.47533
102, 1.02000, 35.10569
103, 1.03000, 26.60184
104, 1.04000, 36.43184
105, 1.05000, 35.79242
106, 1.06000, 33.73780
107, 1.07000, 34.78262
108, 1.08000, 38.89878
109, 1.09000, 49.97684
110, 1.10000, 19.80968
111, 1.11000, 35.49895
112, 1.12000, 42.79693
113, 1.13000, 28.32043
114, 1.14000, 32.54652
