nt, t, solve_time
1, 0.01000, 55.67390
2, 0.02000, 34.21224
3, 0.03000, 42.64918
4, 0.04000, 47.97192
5, 0.05000, 50.15022
6, 0.06000, 54.33042
7, 0.07000, 32.72067
8, 0.08000, 54.51458
9, 0.09000, 65.67377
10, 0.10000, 31.94573
11, 0.11000, 39.33031
12, 0.12000, 18.98132
13, 0.13000, 35.05044
14, 0.14000, 19.25557
15, 0.15000, 32.81194
16, 0.16000, 30.75622
17, 0.17000, 35.88057
18, 0.18000, 39.87893
19, 0.19000, 51.30480
20, 0.20000, 46.63430
21, 0.21000, 42.96348
22, 0.22000, 41.79513
23, 0.23000, 58.66339
24, 0.24000, 50.11637
25, 0.25000, 54.72311
26, 0.26000, 47.56874
27, 0.27000, 58.03057
28, 0.28000, 36.44671
29, 0.29000, 42.99773
30, 0.30000, 62.17745
31, 0.31000, 51.02096
32, 0.32000, 54.50671
33, 0.33000, 40.19328
34, 0.34000, 38.97361
35, 0.35000, 46.89795
36, 0.36000, 46.21462
37, 0.37000, 35.73857
38, 0.38000, 39.94530
39, 0.39000, 33.03038
40, 0.40000, 28.63644
41, 0.41000, 32.46641
42, 0.42000, 21.66655
43, 0.43000, 29.93823
44, 0.44000, 38.52094
45, 0.45000, 26.23897
46, 0.46000, 26.76388
47, 0.47000, 20.56229
48, 0.48000, 16.47996
49, 0.49000, 24.68582
50, 0.50000, 23.83243
51, 0.51000, 24.36664
52, 0.52000, 24.28526
53, 0.53000, 21.28699
54, 0.54000, 23.93925
55, 0.55000, 31.75435
56, 0.56000, 35.10214
57, 0.57000, 19.27568
58, 0.58000, 25.79941
59, 0.59000, 30.46064
60, 0.60000, 31.14667
61, 0.61000, 31.48356
62, 0.62000, 23.70315
63, 0.63000, 26.91362
64, 0.64000, 19.22007
65, 0.65000, 23.03994
66, 0.66000, 26.71671
67, 0.67000, 37.46296
68, 0.68000, 30.46359
69, 0.69000, 36.18013
70, 0.70000, 32.81382
71, 0.71000, 29.98943
72, 0.72000, 30.42406
73, 0.73000, 15.49509
74, 0.74000, 31.13335
75, 0.75000, 28.54108
76, 0.76000, 28.84455
77, 0.77000, 35.96526
78, 0.78000, 25.18828
79, 0.79000, 25.87187
80, 0.80000, 32.55719
81, 0.81000, 31.06945
82, 0.82000, 30.67710
83, 0.83000, 29.61693
84, 0.84000, 27.92850
85, 0.85000, 26.41741
86, 0.86000, 22.97546
87, 0.87000, 31.51293
88, 0.88000, 23.37495
89, 0.89000, 29.52840
90, 0.90000, 32.69598
91, 0.91000, 36.97110
92, 0.92000, 31.46945
93, 0.93000, 38.08979
94, 0.94000, 34.12196
95, 0.95000, 24.36801
96, 0.96000, 34.59533
97, 0.97000, 31.81633
98, 0.98000, 29.92529
99, 0.99000, 33.58475
100, 1.00000, 26.50001
101, 1.01000, 22.70827
102, 1.02000, 32.52611
103, 1.03000, 31.94221
104, 1.04000, 47.36441
105, 1.05000, 34.31264
106, 1.06000, 25.03790
107, 1.07000, 27.53120
108, 1.08000, 26.66439
109, 1.09000, 43.65577
110, 1.10000, 43.57120
111, 1.11000, 36.95220
112, 1.12000, 38.64452
113, 1.13000, 36.29836
114, 1.14000, 32.60709
115, 1.15000, 35.11939
116, 1.16000, 31.91369
117, 1.17000, 40.04123
118, 1.18000, 36.01413
119, 1.19000, 30.77610
120, 1.20000, 36.08736
121, 1.21000, 39.49204
122, 1.22000, 33.39925
123, 1.23000, 33.56359
124, 1.24000, 29.84885
125, 1.25000, 37.13122
126, 1.26000, 43.11091
127, 1.27000, 52.01815
128, 1.28000, 41.60086
129, 1.29000, 48.19848
