nt, t, solve_time
1, 0.01000, 63.58528
2, 0.02000, 42.32500
3, 0.03000, 56.47637
4, 0.04000, 50.40134
5, 0.05000, 38.07473
6, 0.06000, 29.63609
7, 0.07000, 46.24408
8, 0.08000, 38.30038
9, 0.09000, 32.87376
10, 0.10000, 31.34902
11, 0.11000, 29.96227
12, 0.12000, 42.49095
13, 0.13000, 37.86776
14, 0.14000, 33.05992
15, 0.15000, 29.43776
16, 0.16000, 23.75235
17, 0.17000, 35.51170
18, 0.18000, 43.35641
19, 0.19000, 38.15053
20, 0.20000, 44.70428
21, 0.21000, 52.47170
22, 0.22000, 38.57261
23, 0.23000, 38.33185
24, 0.24000, 46.82590
25, 0.25000, 45.28446
26, 0.26000, 32.11336
27, 0.27000, 36.32697
28, 0.28000, 38.05866
29, 0.29000, 24.04251
30, 0.30000, 29.38905
31, 0.31000, 34.26901
32, 0.32000, 45.83103
33, 0.33000, 28.55003
34, 0.34000, 26.46800
35, 0.35000, 33.07120
36, 0.36000, 19.72956
37, 0.37000, 17.89995
38, 0.38000, 21.10923
39, 0.39000, 24.20660
40, 0.40000, 37.40897
41, 0.41000, 40.90977
42, 0.42000, 24.57459
43, 0.43000, 44.46543
44, 0.44000, 30.41913
45, 0.45000, 29.08034
46, 0.46000, 20.16420
47, 0.47000, 21.69255
48, 0.48000, 26.61860
49, 0.49000, 27.54520
50, 0.50000, 28.78331
51, 0.51000, 20.30786
52, 0.52000, 30.01592
53, 0.53000, 21.19165
54, 0.54000, 17.37944
55, 0.55000, 16.17907
56, 0.56000, 15.15454
57, 0.57000, 13.81173
58, 0.58000, 15.32847
59, 0.59000, 20.62470
60, 0.60000, 11.89698
61, 0.61000, 12.67107
62, 0.62000, 13.89129
63, 0.63000, 12.44835
64, 0.64000, 13.96470
65, 0.65000, 15.42149
66, 0.66000, 21.38682
67, 0.67000, 14.65272
68, 0.68000, 27.51584
69, 0.69000, 26.52700
70, 0.70000, 27.03733
71, 0.71000, 31.78486
72, 0.72000, 23.60575
73, 0.73000, 21.61666
74, 0.74000, 18.22409
75, 0.75000, 25.80787
76, 0.76000, 24.06924
77, 0.77000, 32.25551
78, 0.78000, 22.45349
79, 0.79000, 22.56860
80, 0.80000, 32.64808
81, 0.81000, 38.23156
82, 0.82000, 38.38406
83, 0.83000, 35.64013
84, 0.84000, 27.78680
85, 0.85000, 31.59928
86, 0.86000, 28.65960
87, 0.87000, 31.80849
88, 0.88000, 30.91111
89, 0.89000, 28.39669
90, 0.90000, 28.32144
91, 0.91000, 27.54505
92, 0.92000, 20.94579
93, 0.93000, 29.64050
94, 0.94000, 29.17162
95, 0.95000, 28.04280
96, 0.96000, 36.67177
97, 0.97000, 21.40560
98, 0.98000, 19.14327
99, 0.99000, 20.15672
100, 1.00000, 15.76291
101, 1.01000, 22.93659
102, 1.02000, 33.50024
103, 1.03000, 32.80442
104, 1.04000, 24.47202
105, 1.05000, 32.56067
106, 1.06000, 33.38589
107, 1.07000, 22.91724
108, 1.08000, 26.35293
109, 1.09000, 26.94430
110, 1.10000, 31.78523
111, 1.11000, 29.28715
112, 1.12000, 28.21135
113, 1.13000, 29.70689
114, 1.14000, 22.09653
115, 1.15000, 23.03056
116, 1.16000, 32.39429
117, 1.17000, 35.02656
118, 1.18000, 37.36939
119, 1.19000, 25.91922
120, 1.20000, 32.58930
121, 1.21000, 27.91297
122, 1.22000, 29.81816
123, 1.23000, 31.64611
124, 1.24000, 34.30992
125, 1.25000, 41.74957
126, 1.26000, 42.16057
127, 1.27000, 34.58874
128, 1.28000, 40.28965
129, 1.29000, 35.73801
130, 1.30000, 33.95564
131, 1.31000, 40.50815
132, 1.32000, 24.47034
133, 1.33000, 31.80079
134, 1.34000, 29.37499
135, 1.35000, 39.86353
136, 1.36000, 43.20610
137, 1.37000, 31.44012
138, 1.38000, 27.01233
139, 1.39000, 33.57174
140, 1.40000, 40.23059
141, 1.41000, 35.27164
142, 1.42000, 32.35227
143, 1.43000, 41.67866
144, 1.44000, 36.54496
