nt, t, solve_time
1, 0.01000, 69.78381
2, 0.02000, 55.11434
3, 0.03000, 41.13233
4, 0.04000, 35.25446
5, 0.05000, 50.12969
6, 0.06000, 52.14294
7, 0.07000, 34.74150
8, 0.08000, 32.37247
9, 0.09000, 20.90140
10, 0.10000, 29.42681
11, 0.11000, 25.23174
12, 0.12000, 26.91026
13, 0.13000, 43.08423
14, 0.14000, 53.82620
15, 0.15000, 39.85540
16, 0.16000, 36.76214
17, 0.17000, 22.80428
18, 0.18000, 27.57039
19, 0.19000, 32.44039
20, 0.20000, 26.94824
21, 0.21000, 32.91901
22, 0.22000, 43.91515
23, 0.23000, 26.60450
24, 0.24000, 29.54032
25, 0.25000, 27.71991
26, 0.26000, 33.71730
27, 0.27000, 24.21068
28, 0.28000, 25.11289
29, 0.29000, 28.45179
30, 0.30000, 27.63465
31, 0.31000, 35.28502
32, 0.32000, 36.12619
33, 0.33000, 33.25412
34, 0.34000, 28.62379
35, 0.35000, 26.13174
36, 0.36000, 35.04030
37, 0.37000, 28.58726
38, 0.38000, 26.83185
39, 0.39000, 41.47540
40, 0.40000, 34.66088
41, 0.41000, 25.01800
42, 0.42000, 13.72032
43, 0.43000, 20.42062
44, 0.44000, 28.96767
45, 0.45000, 28.52838
46, 0.46000, 26.14971
47, 0.47000, 34.06135
48, 0.48000, 24.03295
49, 0.49000, 24.95000
50, 0.50000, 23.86418
51, 0.51000, 20.54664
52, 0.52000, 19.75335
53, 0.53000, 12.64050
54, 0.54000, 24.19749
55, 0.55000, 22.06075
56, 0.56000, 36.59079
57, 0.57000, 21.96741
58, 0.58000, 31.21649
59, 0.59000, 22.43148
60, 0.60000, 14.18346
61, 0.61000, 19.61346
62, 0.62000, 16.89701
63, 0.63000, 16.07445
64, 0.64000, 16.18884
65, 0.65000, 19.22827
66, 0.66000, 15.21434
67, 0.67000, 19.12163
68, 0.68000, 16.56673
69, 0.69000, 21.09173
70, 0.70000, 7.21927
71, 0.71000, 8.34770
72, 0.72000, 14.07972
73, 0.73000, 11.17020
74, 0.74000, 11.98298
75, 0.75000, 13.52964
76, 0.76000, 11.84963
77, 0.77000, 15.03421
78, 0.78000, 14.79983
79, 0.79000, 11.82319
80, 0.80000, 16.48023
81, 0.81000, 16.86688
82, 0.82000, 11.77335
83, 0.83000, 20.26485
84, 0.84000, 16.91686
85, 0.85000, 11.25173
86, 0.86000, 24.01252
87, 0.87000, 29.63060
88, 0.88000, 35.63019
89, 0.89000, 17.59017
90, 0.90000, 30.19346
91, 0.91000, 22.03197
92, 0.92000, 32.98109
93, 0.93000, 28.72731
94, 0.94000, 38.60167
95, 0.95000, 40.14726
96, 0.96000, 32.53246
97, 0.97000, 27.93390
98, 0.98000, 11.23366
99, 0.99000, 36.09003
100, 1.00000, 27.37528
101, 1.01000, 31.33613
102, 1.02000, 23.21638
103, 1.03000, 22.59675
104, 1.04000, 24.22445
105, 1.05000, 19.49308
106, 1.06000, 33.89500
107, 1.07000, 29.78157
108, 1.08000, 28.54014
109, 1.09000, 21.20685
110, 1.10000, 35.92921
111, 1.11000, 27.56984
112, 1.12000, 27.01767
113, 1.13000, 18.12277
114, 1.14000, 21.72623
115, 1.15000, 31.11641
116, 1.16000, 18.76809
117, 1.17000, 19.46499
118, 1.18000, 22.70530
119, 1.19000, 24.99900
120, 1.20000, 27.31033
121, 1.21000, 24.53922
122, 1.22000, 35.09864
123, 1.23000, 39.53800
124, 1.24000, 33.10374
125, 1.25000, 18.56424
126, 1.26000, 30.62186
127, 1.27000, 29.39883
128, 1.28000, 28.29412
129, 1.29000, 28.70983
130, 1.30000, 22.11607
131, 1.31000, 24.38505
132, 1.32000, 23.39735
133, 1.33000, 19.27879
134, 1.34000, 27.56254
135, 1.35000, 24.57709
136, 1.36000, 30.55299
137, 1.37000, 28.99299
138, 1.38000, 24.30464
139, 1.39000, 31.15111
140, 1.40000, 32.40422
141, 1.41000, 22.45359
142, 1.42000, 24.02487
143, 1.43000, 36.21598
144, 1.44000, 29.05949
145, 1.45000, 34.80767
146, 1.46000, 37.18968
147, 1.47000, 38.25264
148, 1.48000, 33.32265
149, 1.49000, 36.56725
150, 1.50000, 36.78608
151, 1.51000, 25.06518
152, 1.52000, 32.48790
153, 1.53000, 33.84495
154, 1.54000, 48.04364
155, 1.55000, 42.51562
156, 1.56000, 47.28081
157, 1.57000, 42.04917
158, 1.58000, 39.67784
159, 1.59000, 40.52430
160, 1.60000, 43.30713
161, 1.61000, 44.91758
162, 1.62000, 54.92018
163, 1.63000, 36.82908
164, 1.64000, 33.95355
165, 1.65000, 36.53060
166, 1.66000, 37.40221
167, 1.67000, 40.25831
168, 1.68000, 27.84521
169, 1.69000, 20.92868
170, 1.70000, 20.33499
171, 1.71000, 40.12692
172, 1.72000, 33.13486
173, 1.73000, 26.85770
174, 1.74000, 25.78100
175, 1.75000, 27.72490
176, 1.76000, 24.59042
177, 1.77000, 23.02894
178, 1.78000, 29.21104
179, 1.79000, 36.67970
180, 1.80000, 22.77281
181, 1.81000, 28.87697
182, 1.82000, 28.03357
183, 1.83000, 33.97648
184, 1.84000, 33.99786
185, 1.85000, 30.85012
