nt, t, solve_time
1, 0.01000, 84.30276
2, 0.02000, 51.68202
3, 0.03000, 48.85071
4, 0.04000, 51.93268
5, 0.05000, 43.53293
6, 0.06000, 37.30937
7, 0.07000, 31.28524
8, 0.08000, 42.72621
9, 0.09000, 28.98317
10, 0.10000, 38.74480
11, 0.11000, 33.98459
12, 0.12000, 34.97063
13, 0.13000, 28.28410
14, 0.14000, 21.24784
15, 0.15000, 29.46307
16, 0.16000, 51.51924
17, 0.17000, 45.49697
18, 0.18000, 27.95459
19, 0.19000, 30.89700
20, 0.20000, 43.23621
21, 0.21000, 41.73710
22, 0.22000, 16.06364
23, 0.23000, 24.40537
24, 0.24000, 33.37008
25, 0.25000, 41.94517
26, 0.26000, 28.68903
27, 0.27000, 27.53860
28, 0.28000, 28.19724
29, 0.29000, 31.70732
30, 0.30000, 31.77258
31, 0.31000, 29.39528
32, 0.32000, 28.58409
33, 0.33000, 41.23856
34, 0.34000, 35.31778
35, 0.35000, 22.88458
36, 0.36000, 27.57146
37, 0.37000, 25.48534
38, 0.38000, 43.17977
39, 0.39000, 22.75556
40, 0.40000, 27.80920
41, 0.41000, 27.51598
42, 0.42000, 27.78393
43, 0.43000, 25.86798
44, 0.44000, 34.06417
45, 0.45000, 29.98300
46, 0.46000, 35.37136
47, 0.47000, 11.87071
48, 0.48000, 15.89444
49, 0.49000, 19.14565
50, 0.50000, 16.49941
51, 0.51000, 24.10526
52, 0.52000, 27.08803
53, 0.53000, 14.81679
54, 0.54000, 20.00316
55, 0.55000, 12.51809
56, 0.56000, 28.88515
57, 0.57000, 19.28232
58, 0.58000, 21.19960
59, 0.59000, 22.92864
60, 0.60000, 17.74690
61, 0.61000, 22.54795
62, 0.62000, 24.80326
63, 0.63000, 24.97970
64, 0.64000, 16.26743
65, 0.65000, 16.28349
66, 0.66000, 24.65915
67, 0.67000, 27.13018
68, 0.68000, 24.36259
69, 0.69000, 21.67014
70, 0.70000, 21.60136
71, 0.71000, 16.21616
72, 0.72000, 25.64421
73, 0.73000, 17.07535
74, 0.74000, 20.95260
75, 0.75000, 15.68802
76, 0.76000, 20.12742
77, 0.77000, 19.37304
78, 0.78000, 17.40366
79, 0.79000, 19.30895
80, 0.80000, 21.49812
81, 0.81000, 24.20763
82, 0.82000, 16.17793
83, 0.83000, 27.08839
84, 0.84000, 23.72936
85, 0.85000, 14.91729
86, 0.86000, 20.71458
87, 0.87000, 14.03534
88, 0.88000, 12.44558
89, 0.89000, 24.44978
90, 0.90000, 17.45212
91, 0.91000, 14.46689
92, 0.92000, 19.75930
93, 0.93000, 27.32916
94, 0.94000, 21.12542
95, 0.95000, 23.69221
96, 0.96000, 34.34789
97, 0.97000, 21.04769
98, 0.98000, 25.44027
99, 0.99000, 15.18849
100, 1.00000, 19.28262
101, 1.01000, 24.91606
102, 1.02000, 30.10295
103, 1.03000, 24.68374
104, 1.04000, 30.53337
105, 1.05000, 28.26927
106, 1.06000, 24.76608
107, 1.07000, 24.98071
108, 1.08000, 28.11934
109, 1.09000, 28.48721
110, 1.10000, 22.51314
111, 1.11000, 41.11307
112, 1.12000, 29.56012
113, 1.13000, 21.99441
114, 1.14000, 30.04124
115, 1.15000, 24.02527
116, 1.16000, 39.62360
117, 1.17000, 35.36860
118, 1.18000, 30.83892
119, 1.19000, 33.68224
120, 1.20000, 23.96517
121, 1.21000, 31.72558
122, 1.22000, 26.35701
123, 1.23000, 20.09225
124, 1.24000, 19.44064
125, 1.25000, 19.34012
126, 1.26000, 30.55801
127, 1.27000, 36.46103
128, 1.28000, 25.04963
129, 1.29000, 33.20747
130, 1.30000, 31.58287
131, 1.31000, 23.68466
132, 1.32000, 23.02096
133, 1.33000, 30.71272
134, 1.34000, 27.87243
135, 1.35000, 31.62071
136, 1.36000, 33.18939
137, 1.37000, 33.01792
138, 1.38000, 27.60801
139, 1.39000, 25.62322
140, 1.40000, 15.97764
141, 1.41000, 20.48457
142, 1.42000, 20.40033
143, 1.43000, 20.69158
144, 1.44000, 18.05935
145, 1.45000, 37.31840
146, 1.46000, 19.71663
147, 1.47000, 26.83385
148, 1.48000, 30.11246
149, 1.49000, 32.33567
150, 1.50000, 34.67406
151, 1.51000, 27.97603
152, 1.52000, 18.60984
153, 1.53000, 31.57543
154, 1.54000, 36.35702
155, 1.55000, 27.92370
156, 1.56000, 29.84342
157, 1.57000, 26.63796
158, 1.58000, 33.91502
159, 1.59000, 43.00589
160, 1.60000, 44.66668
161, 1.61000, 32.52958
162, 1.62000, 29.06053
163, 1.63000, 35.21171
164, 1.64000, 36.32637
165, 1.65000, 46.91606
166, 1.66000, 38.10697
167, 1.67000, 47.14702
168, 1.68000, 47.94954
169, 1.69000, 37.65655
170, 1.70000, 34.28286
171, 1.71000, 33.34848
172, 1.72000, 28.87683
173, 1.73000, 23.14224
174, 1.74000, 35.94032
175, 1.75000, 38.00979
176, 1.76000, 36.74881
177, 1.77000, 27.38500
178, 1.78000, 28.90259
179, 1.79000, 23.80506
180, 1.80000, 29.69196
181, 1.81000, 33.25522
182, 1.82000, 27.98684
183, 1.83000, 19.59626
184, 1.84000, 36.63475
185, 1.85000, 38.20761
186, 1.86000, 25.01954
187, 1.87000, 22.42817
188, 1.88000, 31.56597
189, 1.89000, 26.73856
190, 1.90000, 27.21609
191, 1.91000, 33.03492
192, 1.92000, 28.88823
193, 1.93000, 30.35617
194, 1.94000, 30.82975
195, 1.95000, 22.03553
196, 1.96000, 25.66293
197, 1.97000, 25.25851
198, 1.98000, 33.53732
199, 1.99000, 35.11652
200, 2.00000, 30.28663
201, 2.01000, 37.21878
202, 2.02000, 28.72412
203, 2.03000, 31.94810
204, 2.04000, 34.82854
205, 2.05000, 29.23262
206, 2.06000, 31.93647
207, 2.07000, 29.97758
208, 2.08000, 28.08079
209, 2.09000, 27.11243
210, 2.10000, 28.20903
211, 2.11000, 30.39259
212, 2.12000, 35.34783
213, 2.13000, 39.25423
214, 2.14000, 30.51352
215, 2.15000, 25.69554
216, 2.16000, 35.06074
217, 2.17000, 29.39740
218, 2.18000, 28.19290
219, 2.19000, 24.76071
220, 2.20000, 25.85096
221, 2.21000, 26.28759
222, 2.22000, 31.83984
223, 2.23000, 38.79661
224, 2.24000, 35.14093
225, 2.25000, 26.28923
226, 2.26000, 40.27647
227, 2.27000, 35.15742
228, 2.28000, 31.33486
229, 2.29000, 26.23530
230, 2.30000, 30.01394
231, 2.31000, 29.41900
232, 2.32000, 28.39418
233, 2.33000, 26.78824
234, 2.34000, 30.17274
235, 2.35000, 26.85437
236, 2.36000, 26.34931
237, 2.37000, 30.08707
238, 2.38000, 22.69986
239, 2.39000, 30.08763
240, 2.40000, 26.80513
241, 2.41000, 25.06169
242, 2.42000, 34.96098
243, 2.43000, 30.47568
244, 2.44000, 33.05818
245, 2.45000, 41.68780
246, 2.46000, 27.20062
247, 2.47000, 22.59264
248, 2.48000, 20.83202
249, 2.49000, 25.21345
250, 2.50000, 23.10564
251, 2.51000, 24.93641
252, 2.52000, 23.82992
253, 2.53000, 21.91623
254, 2.54000, 22.29799
255, 2.55000, 20.80666
256, 2.56000, 21.23169
257, 2.57000, 24.43896
258, 2.58000, 30.02955
259, 2.59000, 30.21605
260, 2.60000, 20.67016
261, 2.61000, 22.41609
262, 2.62000, 24.77529
263, 2.63000, 24.46132
264, 2.64000, 27.08494
265, 2.65000, 27.63013
266, 2.66000, 34.16734
267, 2.67000, 27.86865
268, 2.68000, 30.55613
269, 2.69000, 26.89084
270, 2.70000, 24.67507
271, 2.71000, 25.60692
272, 2.72000, 28.17617
273, 2.73000, 31.98716
274, 2.74000, 22.53569
275, 2.75000, 23.38371
276, 2.76000, 26.46575
277, 2.77000, 26.83368
278, 2.78000, 22.94526
279, 2.79000, 24.08174
280, 2.80000, 25.28057
281, 2.81000, 23.46266
282, 2.82000, 19.99997
283, 2.83000, 26.73635
284, 2.84000, 28.96115
285, 2.85000, 28.50315
286, 2.86000, 19.79418
287, 2.87000, 18.27132
288, 2.88000, 21.56058
289, 2.89000, 20.01347
290, 2.90000, 20.19534
291, 2.91000, 21.93482
292, 2.92000, 25.70806
293, 2.93000, 20.54838
294, 2.94000, 26.65479
295, 2.95000, 28.80786
296, 2.96000, 32.78041
297, 2.97000, 32.29626
298, 2.98000, 28.00633
299, 2.99000, 25.84426
300, 3.00000, 24.72273
301, 3.01000, 24.46033
302, 3.02000, 26.86900
303, 3.03000, 26.07516
304, 3.04000, 24.65614
305, 3.05000, 27.00511
306, 3.06000, 22.17233
307, 3.07000, 29.38494
308, 3.08000, 26.38739
309, 3.09000, 24.55969
310, 3.10000, 19.69949
311, 3.11000, 19.54087
312, 3.12000, 20.21525
313, 3.13000, 22.31776
314, 3.14000, 17.67138
315, 3.15000, 20.59086
316, 3.16000, 23.14845
317, 3.17000, 21.92317
318, 3.18000, 20.27340
319, 3.19000, 25.30904
320, 3.20000, 26.11816
321, 3.21000, 26.72604
322, 3.22000, 33.27927
323, 3.23000, 30.08742
324, 3.24000, 21.28116
325, 3.25000, 22.30375
326, 3.26000, 19.96868
327, 3.27000, 23.72755
328, 3.28000, 24.12416
329, 3.29000, 23.52579
330, 3.30000, 33.16778
331, 3.31000, 29.59773
332, 3.32000, 24.01325
333, 3.33000, 27.44980
334, 3.34000, 25.06530
335, 3.35000, 24.78570
336, 3.36000, 28.61400
337, 3.37000, 32.52980
338, 3.38000, 27.20114
339, 3.39000, 31.74695
340, 3.40000, 28.15466
341, 3.41000, 21.88230
342, 3.42000, 19.76802
343, 3.43000, 20.78469
344, 3.44000, 24.34843
345, 3.45000, 22.18070
346, 3.46000, 28.08664
347, 3.47000, 25.75524
348, 3.48000, 34.43916
349, 3.49000, 25.31489
350, 3.50000, 23.05902
351, 3.51000, 20.46327
352, 3.52000, 22.25949
353, 3.53000, 24.22965
354, 3.54000, 24.50179
355, 3.55000, 19.92406
356, 3.56000, 23.56528
357, 3.57000, 19.66396
358, 3.58000, 17.41709
359, 3.59000, 18.84054
360, 3.60000, 26.81980
361, 3.61000, 25.54206
362, 3.62000, 26.25457
363, 3.63000, 21.62751
364, 3.64000, 21.36262
365, 3.65000, 27.52039
366, 3.66000, 24.10320
367, 3.67000, 21.92453
368, 3.68000, 22.18940
369, 3.69000, 24.13186
