nt, t, solve_time
1, 0.01000, 63.60111
2, 0.02000, 39.98201
3, 0.03000, 56.12052
4, 0.04000, 57.61056
5, 0.05000, 46.61282
6, 0.06000, 51.41894
7, 0.07000, 58.60638
8, 0.08000, 50.30996
9, 0.09000, 46.72421
10, 0.10000, 33.69393
11, 0.11000, 35.86073
12, 0.12000, 44.30277
13, 0.13000, 23.49619
14, 0.14000, 36.72715
15, 0.15000, 25.00265
16, 0.16000, 22.04641
17, 0.17000, 14.34896
18, 0.18000, 24.33285
19, 0.19000, 20.98175
20, 0.20000, 45.08631
21, 0.21000, 37.29280
22, 0.22000, 30.54822
23, 0.23000, 32.92310
24, 0.24000, 52.33046
25, 0.25000, 24.94956
26, 0.26000, 50.05391
27, 0.27000, 47.91522
28, 0.28000, 28.61707
29, 0.29000, 36.00142
30, 0.30000, 23.66464
31, 0.31000, 38.71500
32, 0.32000, 51.76588
33, 0.33000, 51.99319
34, 0.34000, 39.01833
35, 0.35000, 44.88377
36, 0.36000, 21.68790
37, 0.37000, 36.85949
38, 0.38000, 45.32302
39, 0.39000, 32.75895
40, 0.40000, 26.36192
41, 0.41000, 35.50638
42, 0.42000, 42.92106
43, 0.43000, 35.58867
44, 0.44000, 25.62353
45, 0.45000, 26.36262
46, 0.46000, 30.45999
47, 0.47000, 27.80388
48, 0.48000, 28.84726
49, 0.49000, 47.93447
50, 0.50000, 19.71088
51, 0.51000, 22.71191
52, 0.52000, 23.14570
53, 0.53000, 23.83090
54, 0.54000, 15.78679
55, 0.55000, 15.69755
56, 0.56000, 16.97558
57, 0.57000, 12.65165
58, 0.58000, 12.11780
59, 0.59000, 22.27054
60, 0.60000, 21.84876
61, 0.61000, 19.02147
62, 0.62000, 26.78902
63, 0.63000, 22.30968
64, 0.64000, 22.22166
65, 0.65000, 20.82224
66, 0.66000, 29.36786
67, 0.67000, 34.67654
68, 0.68000, 20.28282
69, 0.69000, 27.25512
70, 0.70000, 18.55776
71, 0.71000, 24.78217
72, 0.72000, 32.97388
73, 0.73000, 34.92576
74, 0.74000, 36.39102
75, 0.75000, 29.71148
76, 0.76000, 30.51628
77, 0.77000, 31.13957
78, 0.78000, 27.04191
79, 0.79000, 20.65219
80, 0.80000, 34.21970
81, 0.81000, 33.51941
82, 0.82000, 19.23959
83, 0.83000, 34.52808
84, 0.84000, 18.98191
85, 0.85000, 28.04624
86, 0.86000, 25.29924
87, 0.87000, 21.01146
88, 0.88000, 23.05855
89, 0.89000, 24.66764
90, 0.90000, 33.47795
91, 0.91000, 33.40206
92, 0.92000, 38.71371
93, 0.93000, 27.60224
94, 0.94000, 19.88097
95, 0.95000, 22.84927
96, 0.96000, 28.18289
97, 0.97000, 26.77845
98, 0.98000, 20.15126
99, 0.99000, 28.20747
100, 1.00000, 28.21275
101, 1.01000, 17.91760
102, 1.02000, 33.02422
103, 1.03000, 19.27406
104, 1.04000, 23.83608
105, 1.05000, 22.97620
106, 1.06000, 31.17188
107, 1.07000, 35.41906
108, 1.08000, 33.56058
109, 1.09000, 29.06896
110, 1.10000, 37.24940
111, 1.11000, 45.89021
112, 1.12000, 37.27973
113, 1.13000, 36.85917
114, 1.14000, 33.79700
115, 1.15000, 33.91377
116, 1.16000, 40.21030
117, 1.17000, 31.36302
118, 1.18000, 43.34048
119, 1.19000, 39.05773
120, 1.20000, 33.50343
121, 1.21000, 35.51008
122, 1.22000, 37.56843
123, 1.23000, 36.45913
124, 1.24000, 29.56562
125, 1.25000, 35.73287
126, 1.26000, 37.14654
127, 1.27000, 48.45528
128, 1.28000, 47.00103
129, 1.29000, 41.39237
130, 1.30000, 42.69874
131, 1.31000, 50.20056
132, 1.32000, 41.41910
133, 1.33000, 47.02012
134, 1.34000, 33.19966
135, 1.35000, 32.44173
136, 1.36000, 42.74739
137, 1.37000, 33.96518
138, 1.38000, 37.42274
139, 1.39000, 48.40289
140, 1.40000, 44.78720
141, 1.41000, 53.09995
142, 1.42000, 53.29997
143, 1.43000, 48.84424
144, 1.44000, 31.34813
145, 1.45000, 29.08133
146, 1.46000, 35.34903
147, 1.47000, 25.03295
148, 1.48000, 25.63804
149, 1.49000, 47.22143
150, 1.50000, 33.41767
151, 1.51000, 36.39244
152, 1.52000, 39.81504
153, 1.53000, 28.47591
154, 1.54000, 31.79493
155, 1.55000, 43.76538
156, 1.56000, 47.28369
157, 1.57000, 38.15666
158, 1.58000, 43.22578
159, 1.59000, 32.53786
160, 1.60000, 34.67587
161, 1.61000, 39.76603
162, 1.62000, 36.38021
163, 1.63000, 30.41770
164, 1.64000, 27.03161
165, 1.65000, 33.96303
166, 1.66000, 39.42577
167, 1.67000, 48.90306
168, 1.68000, 41.37006
169, 1.69000, 40.23374
170, 1.70000, 42.58524
171, 1.71000, 39.11358
172, 1.72000, 36.96352
173, 1.73000, 28.61821
174, 1.74000, 31.40791
175, 1.75000, 42.21594
176, 1.76000, 51.70651
177, 1.77000, 43.42384
178, 1.78000, 29.47910
179, 1.79000, 33.17826
180, 1.80000, 41.29790
181, 1.81000, 36.54520
182, 1.82000, 41.57925
183, 1.83000, 38.99656
184, 1.84000, 44.60086
185, 1.85000, 26.82395
186, 1.86000, 34.12414
187, 1.87000, 26.90217
188, 1.88000, 41.24406
189, 1.89000, 39.01020
190, 1.90000, 34.89996
191, 1.91000, 40.45447
192, 1.92000, 40.17809
193, 1.93000, 38.74902
194, 1.94000, 38.73139
195, 1.95000, 32.32483
196, 1.96000, 41.27110
197, 1.97000, 37.97639
198, 1.98000, 41.47224
199, 1.99000, 20.91681
