nt, t, solve_time
1, 0.01000, 69.24619
2, 0.02000, 42.93533
3, 0.03000, 56.52883
4, 0.04000, 46.97025
5, 0.05000, 49.87376
6, 0.06000, 48.12761
7, 0.07000, 53.02898
8, 0.08000, 21.67715
9, 0.09000, 34.80219
10, 0.10000, 33.10241
11, 0.11000, 38.96909
12, 0.12000, 27.76672
13, 0.13000, 29.68973
14, 0.14000, 39.24305
15, 0.15000, 38.54255
16, 0.16000, 20.97385
17, 0.17000, 23.73475
18, 0.18000, 37.88815
19, 0.19000, 42.39291
20, 0.20000, 37.98978
21, 0.21000, 37.96224
22, 0.22000, 27.48769
23, 0.23000, 39.34084
24, 0.24000, 47.73045
25, 0.25000, 39.80480
26, 0.26000, 44.69663
27, 0.27000, 28.41228
28, 0.28000, 26.22402
29, 0.29000, 23.21989
30, 0.30000, 29.91446
31, 0.31000, 44.74296
32, 0.32000, 37.62040
33, 0.33000, 34.31049
34, 0.34000, 42.21018
35, 0.35000, 36.21685
36, 0.36000, 44.09789
37, 0.37000, 30.17912
38, 0.38000, 31.89932
39, 0.39000, 27.55078
40, 0.40000, 31.54962
41, 0.41000, 33.06555
42, 0.42000, 43.45949
43, 0.43000, 38.49935
44, 0.44000, 42.12460
45, 0.45000, 26.24664
46, 0.46000, 30.40507
47, 0.47000, 29.36072
48, 0.48000, 39.82892
49, 0.49000, 27.72679
50, 0.50000, 30.39522
51, 0.51000, 23.40897
52, 0.52000, 18.86443
53, 0.53000, 19.88592
54, 0.54000, 18.69543
55, 0.55000, 22.04802
56, 0.56000, 25.74563
57, 0.57000, 19.26483
58, 0.58000, 20.21403
59, 0.59000, 17.16259
60, 0.60000, 15.16858
61, 0.61000, 12.23610
62, 0.62000, 14.25515
63, 0.63000, 22.62253
64, 0.64000, 21.26579
65, 0.65000, 11.88207
66, 0.66000, 17.02667
67, 0.67000, 21.22679
68, 0.68000, 25.10290
69, 0.69000, 23.86932
70, 0.70000, 24.15440
71, 0.71000, 24.06628
72, 0.72000, 39.11920
73, 0.73000, 32.50327
74, 0.74000, 27.35220
