nt, t, solve_time
1, 0.01000, 47.66631
2, 0.02000, 68.25631
3, 0.03000, 55.07401
4, 0.04000, 46.01097
5, 0.05000, 39.94528
6, 0.06000, 27.87656
7, 0.07000, 37.36947
8, 0.08000, 35.55867
9, 0.09000, 32.83474
10, 0.10000, 34.68924
11, 0.11000, 30.21947
12, 0.12000, 40.05677
13, 0.13000, 40.79189
14, 0.14000, 34.20735
15, 0.15000, 18.72475
16, 0.16000, 40.48046
17, 0.17000, 26.94066
18, 0.18000, 22.84266
19, 0.19000, 25.92070
20, 0.20000, 30.35725
21, 0.21000, 48.66074
22, 0.22000, 45.74686
23, 0.23000, 30.08490
24, 0.24000, 25.79537
25, 0.25000, 23.40195
26, 0.26000, 32.23953
27, 0.27000, 24.48413
28, 0.28000, 17.38998
29, 0.29000, 24.98445
30, 0.30000, 21.12412
31, 0.31000, 19.73014
32, 0.32000, 22.94810
33, 0.33000, 20.38389
34, 0.34000, 24.93141
35, 0.35000, 23.39416
36, 0.36000, 19.95396
37, 0.37000, 24.35328
38, 0.38000, 23.29005
39, 0.39000, 14.20962
40, 0.40000, 13.08542
41, 0.41000, 30.15456
42, 0.42000, 38.73837
43, 0.43000, 27.01145
44, 0.44000, 25.40084
45, 0.45000, 17.40492
46, 0.46000, 15.89188
47, 0.47000, 27.71833
48, 0.48000, 22.25788
49, 0.49000, 15.69753
50, 0.50000, 17.46218
51, 0.51000, 24.68160
52, 0.52000, 37.01858
53, 0.53000, 34.19873
54, 0.54000, 31.25881
55, 0.55000, 17.77521
56, 0.56000, 28.48047
57, 0.57000, 24.24397
58, 0.58000, 14.90366
59, 0.59000, 36.43176
60, 0.60000, 29.56289
61, 0.61000, 17.83573
62, 0.62000, 27.65295
63, 0.63000, 24.08349
64, 0.64000, 20.76765
65, 0.65000, 15.30987
66, 0.66000, 15.03819
67, 0.67000, 12.62841
68, 0.68000, 14.62665
69, 0.69000, 21.76106
70, 0.70000, 13.32346
71, 0.71000, 14.96396
72, 0.72000, 11.95309
73, 0.73000, 15.46304
74, 0.74000, 26.45004
75, 0.75000, 21.44563
76, 0.76000, 24.98185
77, 0.77000, 19.93737
78, 0.78000, 19.95247
79, 0.79000, 19.42964
80, 0.80000, 16.19026
81, 0.81000, 16.43898
82, 0.82000, 16.61576
83, 0.83000, 17.94318
84, 0.84000, 17.55836
85, 0.85000, 15.57907
86, 0.86000, 13.70961
87, 0.87000, 18.12213
88, 0.88000, 21.91027
89, 0.89000, 25.48773
90, 0.90000, 20.84531
91, 0.91000, 22.12025
92, 0.92000, 20.54136
93, 0.93000, 12.98183
94, 0.94000, 12.80569
95, 0.95000, 14.42276
96, 0.96000, 24.30173
97, 0.97000, 24.15662
98, 0.98000, 26.26417
99, 0.99000, 24.80829
100, 1.00000, 27.78427
101, 1.01000, 27.64667
102, 1.02000, 20.06540
103, 1.03000, 14.04838
104, 1.04000, 26.17127
105, 1.05000, 26.22881
106, 1.06000, 23.82618
107, 1.07000, 22.97126
108, 1.08000, 14.73773
109, 1.09000, 20.56204
110, 1.10000, 13.19684
111, 1.11000, 11.70633
112, 1.12000, 17.56510
113, 1.13000, 19.01887
114, 1.14000, 17.80206
