nt, t, solve_time
1, 0.01000, 75.09947
2, 0.02000, 55.46358
3, 0.03000, 52.39292
4, 0.04000, 48.13522
5, 0.05000, 51.27867
6, 0.06000, 34.43988
7, 0.07000, 51.64707
8, 0.08000, 37.26552
9, 0.09000, 32.49845
10, 0.10000, 22.24563
11, 0.11000, 30.88240
12, 0.12000, 39.36054
13, 0.13000, 36.75568
14, 0.14000, 44.38990
15, 0.15000, 37.29682
16, 0.16000, 34.86720
17, 0.17000, 34.85851
18, 0.18000, 38.25589
19, 0.19000, 33.22615
20, 0.20000, 43.93808
21, 0.21000, 27.70380
22, 0.22000, 28.75206
23, 0.23000, 44.07755
24, 0.24000, 38.20033
25, 0.25000, 36.68773
26, 0.26000, 39.24056
27, 0.27000, 30.89172
28, 0.28000, 30.86854
29, 0.29000, 38.37468
30, 0.30000, 44.79649
31, 0.31000, 38.00635
32, 0.32000, 36.72777
33, 0.33000, 43.59874
34, 0.34000, 36.43105
35, 0.35000, 45.31667
36, 0.36000, 43.97757
37, 0.37000, 35.38084
38, 0.38000, 45.34360
39, 0.39000, 29.00352
40, 0.40000, 41.39451
41, 0.41000, 28.28229
42, 0.42000, 37.62904
43, 0.43000, 27.51745
44, 0.44000, 19.62762
45, 0.45000, 29.80418
46, 0.46000, 22.80801
47, 0.47000, 29.34849
48, 0.48000, 34.23896
49, 0.49000, 30.63625
50, 0.50000, 16.24813
51, 0.51000, 20.98648
52, 0.52000, 26.29051
53, 0.53000, 20.51522
54, 0.54000, 20.85365
55, 0.55000, 27.54607
56, 0.56000, 20.24146
57, 0.57000, 19.61392
58, 0.58000, 21.24256
59, 0.59000, 18.17901
60, 0.60000, 19.21875
61, 0.61000, 16.89672
62, 0.62000, 20.97522
63, 0.63000, 17.26689
64, 0.64000, 16.44442
65, 0.65000, 24.19876
66, 0.66000, 19.43740
67, 0.67000, 16.40513
68, 0.68000, 20.93844
69, 0.69000, 15.31688
70, 0.70000, 17.06679
71, 0.71000, 18.94452
72, 0.72000, 25.61696
73, 0.73000, 27.93414
74, 0.74000, 19.29258
75, 0.75000, 24.69303
76, 0.76000, 31.00403
77, 0.77000, 38.95597
78, 0.78000, 20.54969
79, 0.79000, 24.18585
80, 0.80000, 22.33565
81, 0.81000, 22.52731
82, 0.82000, 17.51760
83, 0.83000, 23.86900
84, 0.84000, 28.54101
85, 0.85000, 22.67212
86, 0.86000, 20.65605
87, 0.87000, 25.17215
88, 0.88000, 34.13323
89, 0.89000, 34.11438
90, 0.90000, 29.10213
91, 0.91000, 23.30248
92, 0.92000, 28.59428
93, 0.93000, 32.99668
94, 0.94000, 26.49368
95, 0.95000, 25.43762
96, 0.96000, 30.39198
97, 0.97000, 26.44187
98, 0.98000, 24.07238
99, 0.99000, 30.25347
100, 1.00000, 23.73793
101, 1.01000, 26.95959
102, 1.02000, 24.25313
103, 1.03000, 26.24258
104, 1.04000, 32.77866
105, 1.05000, 25.67467
106, 1.06000, 21.96839
107, 1.07000, 26.49716
108, 1.08000, 22.79341
109, 1.09000, 18.86545
110, 1.10000, 31.23621
111, 1.11000, 29.59464
112, 1.12000, 19.51917
113, 1.13000, 23.11873
114, 1.14000, 33.84870
115, 1.15000, 36.97427
116, 1.16000, 36.53899
117, 1.17000, 24.57941
118, 1.18000, 25.35962
119, 1.19000, 33.17406
120, 1.20000, 30.80232
121, 1.21000, 31.96137
122, 1.22000, 27.68911
123, 1.23000, 24.58891
124, 1.24000, 40.53291
125, 1.25000, 29.88614
126, 1.26000, 46.20869
127, 1.27000, 31.63936
128, 1.28000, 29.58240
129, 1.29000, 32.84972
130, 1.30000, 27.12015
131, 1.31000, 40.18016
132, 1.32000, 31.11980
133, 1.33000, 36.69181
134, 1.34000, 29.09996
135, 1.35000, 26.20160
136, 1.36000, 30.78616
137, 1.37000, 48.93045
138, 1.38000, 37.71654
139, 1.39000, 34.22560
140, 1.40000, 39.52869
141, 1.41000, 43.90569
142, 1.42000, 37.16239
143, 1.43000, 34.60166
144, 1.44000, 45.92811
145, 1.45000, 46.79128
146, 1.46000, 29.34332
147, 1.47000, 45.17932
148, 1.48000, 44.68177
149, 1.49000, 34.25944
150, 1.50000, 50.68141
151, 1.51000, 43.10195
152, 1.52000, 28.19369
153, 1.53000, 28.67765
154, 1.54000, 29.77716
155, 1.55000, 25.54802
156, 1.56000, 36.43624
157, 1.57000, 27.90408
158, 1.58000, 30.50303
159, 1.59000, 36.09755
160, 1.60000, 34.66891
161, 1.61000, 34.95926
162, 1.62000, 29.45080
163, 1.63000, 32.85357
164, 1.64000, 25.22024
165, 1.65000, 31.76561
166, 1.66000, 28.60292
167, 1.67000, 34.43117
168, 1.68000, 24.03911
169, 1.69000, 29.07658
170, 1.70000, 29.49249
171, 1.71000, 28.38875
172, 1.72000, 30.64931
173, 1.73000, 29.68243
174, 1.74000, 40.77699
175, 1.75000, 38.01939
176, 1.76000, 32.74885
177, 1.77000, 34.18387
178, 1.78000, 36.75291
179, 1.79000, 42.35709
180, 1.80000, 34.29501
181, 1.81000, 30.56839
182, 1.82000, 31.14759
183, 1.83000, 26.23219
184, 1.84000, 20.43313
185, 1.85000, 25.87705
186, 1.86000, 28.00144
187, 1.87000, 25.41741
188, 1.88000, 27.00305
189, 1.89000, 31.35258
190, 1.90000, 28.96250
191, 1.91000, 40.46635
192, 1.92000, 41.70382
193, 1.93000, 41.95433
194, 1.94000, 36.58593
195, 1.95000, 55.70386
196, 1.96000, 40.62155
197, 1.97000, 34.96989
198, 1.98000, 31.58283
199, 1.99000, 34.83415
200, 2.00000, 34.21379
201, 2.01000, 31.23765
202, 2.02000, 28.80241
203, 2.03000, 22.06286
204, 2.04000, 31.25297
205, 2.05000, 43.98082
206, 2.06000, 47.41079
207, 2.07000, 37.66358
208, 2.08000, 32.98473
209, 2.09000, 40.52969
210, 2.10000, 25.16985
211, 2.11000, 41.83944
212, 2.12000, 18.64086
213, 2.13000, 21.26783
214, 2.14000, 21.75074
215, 2.15000, 29.55983
216, 2.16000, 34.99924
217, 2.17000, 35.07353
218, 2.18000, 44.29341
219, 2.19000, 38.83874
220, 2.20000, 44.58011
221, 2.21000, 33.94215
222, 2.22000, 37.12202
223, 2.23000, 33.09090
224, 2.24000, 24.88055
225, 2.25000, 34.41166
226, 2.26000, 29.16968
227, 2.27000, 27.45168
228, 2.28000, 22.87956
229, 2.29000, 21.32009
230, 2.30000, 24.66506
231, 2.31000, 31.86138
232, 2.32000, 33.60924
233, 2.33000, 36.91964
234, 2.34000, 27.49429
235, 2.35000, 32.46374
236, 2.36000, 27.19707
237, 2.37000, 31.75277
238, 2.38000, 21.94950
239, 2.39000, 23.88659
240, 2.40000, 21.71314
241, 2.41000, 24.85461
242, 2.42000, 35.41441
243, 2.43000, 33.04425
244, 2.44000, 27.28696
245, 2.45000, 20.64457
246, 2.46000, 17.27197
247, 2.47000, 25.10047
248, 2.48000, 28.55964
249, 2.49000, 28.61111
250, 2.50000, 33.53459
251, 2.51000, 30.94769
252, 2.52000, 28.20394
253, 2.53000, 34.08229
